Gene	s1_p16_neg_PBS	s2_p16_neg_PBS	s3_p16_neg_PBS	s4_p16_neg_PBS	s1_p16_pos_PBS	s2_p16_pos_PBS	s3_p16_pos_PBS	s4_p16_pos_PBS	s1_p16_neg_LPS	s2_p16_neg_LPS	s3_p16_neg_LPS	s4_p16_neg_LPS	s1_p16_pos_LPS	s2_p16_pos_LPS	s3_p16_pos_LPS	s4_p16_pos_LPS
1700086O06Rik	0	0	2	0	0	1	2	2	0	0	0	0	0	2	0	0
1700088E04Rik	0	0	0	1	2	1	0	0	3	1	0	0	0	8	0	2
1700091H14Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700092C02Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700092C10Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700092E19Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700092K14Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700092M07Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
1700093K21Rik	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
1700094D03Rik	1	0	0	0	0	2	0	2	1	0	0	0	0	5	0	4
1700094J05Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700094M24Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700095A21Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700095B10Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700095J03Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700095J12Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700096J18Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700096K18Rik	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0
1700096P03Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700097N02Rik	0	0	0	1	0	0	0	1	0	0	0	0	1	1	0	0
1700099I09Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700100I10Rik	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700100L14Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700101I11Rik	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
1700101O22Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700102H20Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700102P08Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700104L18Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700105P06Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700108F19Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700108J01Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700109G14Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700109G15Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700109H08Rik	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2
1700109I08Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700109K24Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700110C19Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700110I01Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700110I07Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700110K17Rik	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
1700111N16Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700112H15Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700112J05Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700112J16Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700113A16Rik	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
1700113B09Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700113H08Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700116B05Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700119H24Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700120C14Rik	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	2
1700120E14Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700120G07Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700120K04Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700121L16Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700121N20Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700122C19Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700122H20Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700122O11Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700123J17Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700123K08Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700123L14Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700123M08Rik	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
1700123O12Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700123O20Rik	0	1	4	1	0	3	4	5	1	0	1	5	1	3	2	14
1700123O21Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700124L16Rik	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1
1700125G02Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700125G22Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700125H03Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700125H20Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700126H18Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700128A07Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700128F08Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700129C05Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1810006J02Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1810007C17Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1810007D17Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1810008I18Rik	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
1810009A15Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1810009J06Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1810010H24Rik	0	0	0	0	1	0	1	0	1	0	0	0	0	4	0	1
1810012K16Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1810013A23Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1810013L24Rik	0	0	2	0	1	0	1	1	0	1	0	0	0	0	3	4
1810014B01Rik	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
1810018F18Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1810019D21Rik	0	0	0	0	0	1	1	1	1	1	0	0	0	3	1	1
1810020O05Rik	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
1810021B22Rik	0	1	0	1	0	0	0	0	1	0	0	0	0	0	1	3
1810024B03Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1810026B05Rik	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
1810030O07Rik	0	0	6	3	0	0	1	11	2	1	2	9	2	4	3	39
1810034E14Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
1810037I17Rik	7	17	42	69	4	17	84	192	24	35	19	209	43	143	52	565
1810041H14Rik	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
1810044D09Rik	0	0	0	0	0	1	2	0	0	0	0	3	1	2	0	6
1810046K07Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1810053B23Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1810055G02Rik	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1
1810058I24Rik	1	2	4	24	0	12	13	46	4	7	6	41	11	37	4	197
1810062G17Rik	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1810062O18Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1810063I02Rik	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
1810064F22Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1810065E05Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2010001A14Rik	0	0	1	0	0	1	0	2	1	0	2	0	3	9	0	6
2010003K11Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2010009K17Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2010010A06Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2010016I18Rik	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	7
2010106C02Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2010106E10Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2010109A12Rik	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0
2010204K13Rik	0	0	0	0	0	1	0	1	1	0	0	0	1	14	1	1
2010300C02Rik	0	1	0	1	0	5	0	4	1	2	0	0	1	32	0	5
2010308F09Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2010310C07Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2010315B03Rik	0	0	0	1	0	2	0	0	1	0	2	2	1	2	1	0
2010320M18Rik	2	1	2	2	0	0	3	10	0	2	0	7	2	10	2	21
2200002D01Rik	0	1	2	1	1	15	4	5	1	1	3	4	4	18	0	8
2200002J24Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2210010C04Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2210016F16Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2210016L21Rik	1	5	5	16	4	7	11	23	12	16	8	31	13	16	8	89
2210039B01Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2210404E10Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2210406O10Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2210407C18Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2210408F21Rik	0	0	0	0	0	0	1	4	0	0	0	6	0	2	0	14
2210408I21Rik	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2210409D07Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2210409E12Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2210414B05Rik	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
2210416O15Rik	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
2210417A02Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2210418O10Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2210420H20Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2300002M23Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2300003K06Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2300009A05Rik	0	0	2	0	0	2	1	3	0	1	0	3	2	0	0	10
2310001H17Rik	1	0	0	0	1	1	0	3	0	0	0	0	0	2	0	2
2310001K24Rik	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0
2310002D06Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2310002F09Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2310002L09Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2310003N18Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2310005A03Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2310005E17Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2310008N11Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2310009B15Rik	0	1	0	1	1	1	2	5	0	0	1	3	0	2	3	15
2310010J17Rik	1	1	2	4	0	6	4	10	4	2	2	2	3	8	5	16
2310011J03Rik	3	13	42	64	0	24	38	83	18	17	30	70	63	43	24	201
2310015A10Rik	0	0	0	1	0	0	0	4	1	1	0	2	2	4	0	4
2310015D24Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2310016D03Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2310016G11Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2310020H05Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2310022A10Rik	1	7	7	35	0	0	10	36	7	13	18	42	14	13	7	128
2310022B05Rik	1	1	4	11	0	12	21	54	11	7	4	31	3	20	12	87
2310030A07Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2310030G06Rik	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0
2310033P09Rik	2	7	19	62	2	17	29	58	11	20	19	35	28	21	15	114
2310034C09Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2310034G01Rik	0	0	0	0	1	0	0	0	0	0	0	0	1	4	0	1
2310034O05Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2310039H08Rik	1	1	3	2	1	1	2	12	3	1	2	4	2	7	0	10
2310039L15Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2310040G24Rik	0	0	0	0	0	1	1	0	0	0	0	1	0	1	0	0
2310043L19Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2310043M15Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2310043O21Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2310050C09Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2310057J18Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2310057M21Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2310057N15Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2310061I04Rik	0	4	16	19	1	4	21	54	13	19	22	43	14	20	11	141
2310061N02Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2310065F04Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2310068J16Rik	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0
2310069B03Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2310069G16Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2310075C17Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2310079G19Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2310081J21Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2400006E01Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2410002F23Rik	2	7	9	28	0	10	20	55	6	14	24	18	19	17	6	45
2410003L11Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2410004B18Rik	0	1	0	1	0	2	2	2	0	0	0	8	0	0	0	15
2410004I01Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2410004P03Rik	0	3	0	1	1	0	2	3	2	0	1	2	1	12	3	4
2410006H16Rik	2	2	9	32	1	6	19	69	11	22	12	66	25	34	11	229
2410012E07Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2410017I17Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2410018L13Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2410021H03Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2410022M11Rik	0	0	2	1	0	0	3	5	4	0	0	8	2	4	2	12
2410124H12Rik	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
2410131K14Rik	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	2
2410137M14Rik	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
2410141K09Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2500002B13Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2500004C02Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2510002D24Rik	1	4	8	11	3	15	28	41	18	12	11	29	29	41	11	54
2510003B16Rik	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	1
2510009E07Rik	0	5	13	18	0	18	25	71	13	31	16	51	22	30	20	170
2510039O18Rik	1	16	33	61	1	19	51	121	20	33	56	99	40	70	39	315
2610001J05Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2610002M06Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2610005L07Rik	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1
2610008E11Rik	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2
2610016A17Rik	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
2610020C07Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2610024D14Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2610027K06Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2610028E06Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2610028H24Rik	1	1	0	2	2	4	0	2	7	2	0	0	4	19	0	4
2610035D17Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
2610035F20Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2610037D02Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2610042L04Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2610044O15Rik8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2610203C22Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
2610206C17Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
2610301B20Rik	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	1
2610306M01Rik	0	0	1	2	2	1	2	0	0	0	0	4	0	1	0	3
2610307P16Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
2610316D01Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2610318M16Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2610318N02Rik	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
2610507B11Rik	1	5	17	56	2	20	36	84	13	31	22	48	44	61	19	200
2610507I01Rik	0	0	3	7	1	1	5	8	2	1	2	10	2	9	1	36
2610524H06Rik	0	0	0	0	0	0	0	2	0	0	1	1	2	0	0	0
2610528A11Rik	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
2610528J11Rik	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0
2700012I20Rik	0	0	0	0	0	0	0	1	0	0	3	0	0	1	0	1
2700038G22Rik	0	0	0	4	0	1	0	5	0	0	0	0	0	0	0	1
2700046A07Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2700046G09Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2700049A03Rik	0	0	0	0	0	0	1	2	0	1	0	0	0	0	0	3
2700054A10Rik	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0
2700062C07Rik	6	3	5	3	1	2	6	13	2	7	8	8	5	19	4	23
2700069I18Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2700070H01Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2700081O15Rik	0	1	0	0	0	0	0	0	0	0	1	0	0	1	2	0
2700089I24Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2700097O09Rik	0	1	1	0	0	0	0	0	1	0	1	0	0	0	0	1
2700099C18Rik	1	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0
2810001G20Rik	0	0	1	0	0	1	3	3	3	0	0	1	2	4	1	6
2810002D19Rik	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
2810004N23Rik	1	3	3	7	0	4	10	30	10	2	2	26	12	19	8	76
2810006K23Rik	1	0	1	0	1	0	1	0	0	0	1	2	0	1	1	0
2810013P06Rik	0	0	0	2	0	0	1	2	1	1	0	1	1	3	1	7
2810021J22Rik	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
2810025M15Rik	0	2	3	2	0	3	0	7	1	1	1	4	2	5	0	8
2810029C07Rik	0	0	0	0	0	1	0	2	1	0	0	0	0	5	0	0
2810032G03Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2810047C21Rik1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2810049E08Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2810403D21Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2810404M03Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2810405F15Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2810408A11Rik	0	0	0	2	0	0	0	5	0	0	1	3	0	0	0	5
2810408I11Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2810410L24Rik	0	0	0	0	0	0	1	2	0	0	0	0	0	2	0	1
2810414N06Rik	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2
2810425M01Rik	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
2810429I04Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2810433D01Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2810442N19Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2810454H06Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2810459M11Rik	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
2810471M01Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2900005J15Rik	0	0	0	0	0	0	0	2	0	0	0	3	0	2	2	3
2900009J06Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2900026A02Rik	0	2	1	4	1	4	4	9	0	0	0	0	1	18	0	6
2900040C04Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2900041M22Rik	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	1
2900052L18Rik	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	3
2900052N01Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2900057B20Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2900060B14Rik	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
2900076A07Rik	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	2
2900079G21Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
2900092C05Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2900092D14Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2900093K20Rik	0	0	1	1	0	1	0	4	1	0	2	2	0	0	0	2
2900097C17Rik	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
3000002C10Rik	0	0	0	3	0	0	1	2	0	0	0	1	0	1	0	2
3010001F23Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3010003L21Rik	0	0	0	0	0	1	3	0	1	0	0	1	0	2	0	2
3100003L05Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3110009E18Rik	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	2
3110009F21Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3110015C05Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3110021A11Rik	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1
3110039M20Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3110040M04Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3110040N11Rik	0	1	1	2	0	2	1	5	0	1	1	7	2	4	0	27
3110045C21Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3110056K07Rik	0	0	1	3	0	0	1	1	0	1	4	1	1	1	0	4
3110070M22Rik	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1
3110082I17Rik	0	1	0	7	0	1	1	7	1	0	1	6	0	1	0	9
3110082J24Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3110099E03Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3200001D21Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3300002I08Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
3300002P13Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3300005D01Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3425401B19Rik	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	1
3632454L22Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3830403N18Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3830406C13Rik	1	0	0	1	0	0	1	0	2	0	0	1	0	0	0	0
3830408C21Rik	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
3830417A13Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3830432H09Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3930402G23Rik	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
4430402I18Rik	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0
4631405J19Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4632404H12Rik	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
4632415L05Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4632427E13Rik	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
4632428C04Rik	0	0	0	0	0	0	0	1	0	0	2	0	0	1	0	1
4732414G09Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4732416N19Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4732471J01Rik	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
4732490B19Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4732491K20Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
4831407H17Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4831440E17Rik	0	0	0	0	0	0	0	0	0	1	0	2	1	0	0	2
4833411C07Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4833412C05Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4833415N18Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4833417C18Rik	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2
4833418N02Rik	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
4833419F23Rik	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1
4833420G17Rik	0	1	2	1	0	0	0	4	1	1	0	4	0	0	0	3
